fecha,pais,superficie,idprovincia,municipio,causa,causa_supuesta,time_ctrl,time_ext,personal,medios,tipo,predicted_cluster
2002-06-24,spain,177.15,Córdoba,HINOJOSA DEL DUQUE,accidente,0.0,0,1065,31,8,incendio,1
2005-02-19,spain,2.0,León,BENUZA,intencionado,1.0,0,140,0,0,incendio,1
2002-08-31,spain,1.0,Ourense,MUIÑOS,intencionado,1.0,70,90,3,0,conato,1
2015-12-16,spain,70.0,Asturias,LAVIANA,intencionado,0.0,331,1063,13,3,incendio,1
2015-08-21,spain,17.0,Ourense,CUALEDRO,intencionado,1.0,287,332,31,5,incendio,1
2002-07-20,spain,1.5,Asturias,PRAVIA,accidente,1.0,64,124,3,0,incendio,1
2006-04-04,spain,1.0,León,VILLAMANÍN,intencionado,1.0,0,110,2,0,conato,1
2013-09-24,spain,14.0,Sevilla,AZNALCÁZAR,intencionado,0.0,90,120,17,3,incendio,1
2005-03-19,spain,2.5,"Coruña, A","LARACHA, A",intencionado,0.0,170,180,6,2,incendio,1
2001-09-09,spain,6.0,Zamora,PEDRALBA DE LA PRADERIA,accidente,0.0,90,170,9,3,incendio,1
2004-08-27,spain,10.88,Córdoba,PRIEGO DE CÓRDOBA,intencionado,1.0,0,318,77,8,incendio,1
2001-07-01,spain,11.5,Pontevedra,CALDAS DE REIS,intencionado,1.0,250,365,33,10,incendio,0
2004-04-25,spain,7.5,Asturias,ALLER,accidente,0.0,0,232,3,2,incendio,1
2005-08-22,spain,3.0,"Coruña, A",MUXÍA,intencionado,1.0,490,540,9,2,incendio,1
2007-08-05,spain,11.5,Soria,VILLAR DEL RIO,intencionado,1.0,98,323,30,2,incendio,1
2009-03-08,spain,5.2,Zamora,HERMISENDE,intencionado,0.0,0,0,0,0,incendio,1
2007-01-18,spain,1.0,Asturias,CANGAS DEL NARCEA,accidente,0.0,147,414,6,3,conato,1
2013-09-17,spain,1.5,Pontevedra,MOS,intencionado,1.0,94,350,40,6,incendio,1
2005-03-18,spain,2.0,Asturias,LANGREO,desconocido,0.0,0,479,3,0,incendio,1
2008-03-06,spain,8.0,Ourense,SAN CRISTOVO DE CEA,intencionado,1.0,460,480,33,7,incendio,1
2006-10-09,spain,1.0,Huelva,ALMONTE,accidente,0.0,85,100,6,1,conato,1
2004-03-28,spain,4.51,"Coruña, A",VIMIANZO,intencionado,1.0,166,187,10,2,incendio,1
2013-08-17,spain,81.62,Ourense,VERÍN,intencionado,1.0,1344,2005,197,43,incendio,0
2013-06-13,spain,1.0,Salamanca,CALVARRASA DE ABAJO,accidente,0.0,45,60,7,1,conato,1
2012-07-23,spain,8.0,León,CISTIERNA,intencionado,1.0,302,482,45,6,incendio,1
2001-06-03,spain,4.0,Asturias,PEÑAMELLERA ALTA,intencionado,1.0,0,642,0,0,incendio,1
2009-06-16,spain,1.5,Sevilla,AZNALCÁZAR,accidente,0.0,40,70,8,1,incendio,1
2008-02-23,spain,1.5,Asturias,RIBERA DE ARRIBA,accidente,0.0,0,173,4,1,incendio,1
2009-03-11,spain,19.6,Asturias,ALLANDE,intencionado,0.0,0,480,0,0,incendio,1
2015-07-08,spain,2.19,Badajoz,VILLAGONZALO,intencionado,1.0,387,1587,16,2,incendio,1
2001-07-07,spain,347.66,Zaragoza,SANTA CRUZ DE GRÍO,accidente,0.0,760,2550,250,10,incendio,0
2011-08-04,spain,1.0,Badajoz,ESPARRAGOSA DE LARES,intencionado,0.0,55,2585,20,2,conato,1
2009-03-18,spain,4.0,Asturias,VALDÉS,accidente,0.0,198,245,4,2,incendio,1
2005-08-09,spain,2.5,Lugo,NAVIA DE SUARNA,rayo,0.0,221,229,17,3,incendio,1
2005-02-17,spain,13.14,Cádiz,ALGECIRAS,desconocido,0.0,286,465,88,9,incendio,1
2003-03-17,spain,2.0,Navarra,ZUBIETA,desconocido,0.0,0,170,15,0,incendio,1
2001-11-11,spain,3.0,León,CASTRILLO DE CABRERA,accidente,1.0,285,300,1,0,incendio,1
2004-04-08,spain,2.5,Ourense,VIANA DO BOLO,intencionado,1.0,75,80,6,1,incendio,1
2011-09-10,spain,5.9,Asturias,CANGAS DEL NARCEA,intencionado,0.0,317,642,6,1,incendio,1
2006-09-07,spain,2.3,Ávila,S JUAN DE LA NAVA,rayo,0.0,85,1620,69,13,incendio,0
2005-02-12,spain,3.0,Asturias,ALLANDE,desconocido,0.0,0,362,4,0,incendio,1
2011-03-08,spain,39.8,Cantabria,"CORRALES DE BUELNA, LOS",intencionado,1.0,355,415,20,2,incendio,1
2001-12-20,spain,20.0,León,FABERO,desconocido,0.0,0,1500,1,0,incendio,1
2001-10-20,spain,18.0,Cantabria,BÁRCENA DE CICERO,intencionado,0.0,780,1020,52,4,incendio,1
2007-11-01,spain,3.5,Ourense,"GUDIÑA, A",intencionado,1.0,210,230,9,0,incendio,1
2004-09-14,spain,7.0,Toledo,VALMOJADO,accidente,1.0,141,497,23,4,incendio,1
2003-03-23,spain,6.0,Navarra,BAZTAN,desconocido,0.0,0,243,8,1,incendio,1
2002-03-28,spain,1.0,Ourense,MONTEDERRAMO,intencionado,1.0,55,60,5,0,conato,1
2001-06-16,spain,150.0,Cáceres,VALENCIA DE ALCÁNTARA,desconocido,0.0,505,505,56,6,incendio,1
2008-04-05,spain,1.5,Valencia/València,SUMACÀRCER,intencionado,1.0,150,335,16,3,incendio,1
2001-09-08,spain,2.0,León,S ANDRES DEL RABANEDO,accidente,1.0,66,72,13,1,incendio,1
2008-01-04,spain,6.0,Asturias,CASO,desconocido,0.0,99,114,6,2,incendio,1
2008-02-17,spain,113.0,Cantabria,LAMASÓN,intencionado,0.0,630,1110,25,2,incendio,1
2003-05-10,spain,1.35,Ourense,RIÓS,intencionado,1.0,110,130,6,0,incendio,1
2002-02-25,spain,1.0,Asturias,LLANES,desconocido,0.0,0,47,3,0,conato,1
2001-08-11,spain,1.2,Ourense,MASIDE,desconocido,0.0,45,180,13,2,incendio,1
2002-09-03,spain,9.0,Pontevedra,VILA DE CRUCES,intencionado,1.0,345,595,12,4,incendio,1
2005-08-15,spain,5.0,"Coruña, A","CORUÑA, A",intencionado,1.0,360,480,23,4,incendio,1
2003-08-21,spain,1.0,"Coruña, A",BOIMORTO,intencionado,1.0,105,245,11,1,conato,1
2012-04-10,spain,3.5,Albacete,NERPIO,accidente,1.0,153,391,39,4,incendio,1
2010-02-25,spain,10.0,Cantabria,MIERA,desconocido,0.0,180,180,1,0,incendio,1
2001-12-18,spain,12.06,Pontevedra,FORCAREI,intencionado,1.0,208,209,9,2,incendio,1
2005-03-13,spain,2.51,Lleida,ALBESA,accidente,1.0,180,240,8,1,incendio,1
2005-07-31,spain,1.0,León,CACABELOS,intencionado,1.0,23,165,17,2,conato,1
2015-12-30,spain,32.28,Asturias,ALLANDE,intencionado,1.0,198,218,15,3,incendio,1
2010-03-18,spain,32.0,Cantabria,CABUÉRNIGA,intencionado,1.0,390,480,12,0,incendio,1
2004-10-08,spain,3.0,Zamora,VIDEMALA,intencionado,0.0,155,200,11,0,incendio,1
2007-03-15,spain,3.0,Cáceres,GARGANTA LA OLLA,intencionado,0.0,110,210,8,2,incendio,1
2004-08-06,spain,7.0,Pontevedra,COVELO,intencionado,1.0,265,285,30,8,incendio,1
2005-04-30,spain,3.0,Asturias,GRADO,desconocido,0.0,192,225,3,2,incendio,1
2002-04-23,spain,8.5,Palencia,PERNIA LA,accidente,1.0,0,300,28,1,incendio,1
2009-04-26,spain,3.0,León,BENUZA,intencionado,0.0,150,150,9,2,incendio,1
2009-01-11,spain,1.0,Ourense,CARBALLEDA DE AVIA,intencionado,1.0,105,125,1,0,conato,1
2015-05-29,spain,3.5,León,TRABADELO,accidente,1.0,79,233,9,1,incendio,1
2004-04-10,spain,6.0,León,PONFERRADA,accidente,1.0,965,976,11,1,incendio,1
2006-08-12,spain,1.2,"Coruña, A",LOUSAME,intencionado,1.0,90,290,7,3,incendio,1
2014-02-18,spain,11.86,Asturias,MORCÍN,intencionado,0.0,145,173,4,1,incendio,1
2007-06-15,spain,4.73,Almería,TABERNAS,intencionado,0.0,82,167,51,4,incendio,1
2013-06-14,spain,2.2,Zamora,BERMILLO DE SAYAGO,accidente,0.0,52,172,10,3,incendio,1
2015-08-19,spain,6.35,Salamanca,BELEÑA,accidente,0.0,63,214,9,3,incendio,1
2003-08-13,spain,2.0,León,S EMILIANO,reproducido,0.0,167,199,8,0,incendio,1
2005-04-26,spain,8.5,Asturias,TINEO,desconocido,0.0,326,448,10,1,incendio,1
2009-03-25,spain,3.5,Lugo,GUITIRIZ,accidente,1.0,151,289,38,3,incendio,1
2005-02-17,spain,3.0,Pontevedra,FORCAREI,desconocido,0.0,120,130,15,1,incendio,1
2015-12-27,spain,5.0,Asturias,BIMENES,desconocido,0.0,383,448,7,1,incendio,1
2006-07-11,spain,1.5,Ourense,"BOLA, A",desconocido,0.0,25,65,6,1,incendio,1
2004-10-06,spain,36.5,Toledo,NAVALCÁN,accidente,1.0,265,405,35,4,incendio,1
2002-08-03,spain,1.5,Lugo,PEDRAFITA DO CEBREIRO,intencionado,1.0,75,145,25,3,incendio,1
2012-01-01,spain,2.0,Asturias,LENA,intencionado,0.0,0,52,3,0,incendio,1
2001-06-25,spain,4.0,León,IGUEÑA,accidente,1.0,126,138,5,1,incendio,1
2003-04-10,spain,1.0,Burgos,MERINDAD DE VALDEPORRES,intencionado,1.0,0,330,1,0,conato,1
2003-02-04,spain,13.4,Málaga,VALLE DE ABDALAJÍS,intencionado,0.0,346,856,24,1,incendio,1
2015-07-14,spain,8.5,Burgos,BRIVIESCA,accidente,0.0,225,314,11,4,incendio,1
2005-01-18,spain,1.2,Tarragona,CABRA DEL CAMP,desconocido,0.0,92,167,9,3,incendio,1
2005-08-17,spain,80.0,León,PALACIOS DEL SIL,accidente,1.0,3275,5825,77,8,incendio,1
2006-10-02,spain,7.0,Toledo,ESCALONA,intencionado,1.0,70,235,38,7,incendio,1
2002-04-10,spain,10.5,Pontevedra,MONDARIZ-BALNEARIO,intencionado,1.0,140,165,2,0,incendio,1
2004-10-14,spain,5.2,Toledo,ALMOROX,accidente,0.0,120,120,24,2,incendio,1
2008-09-03,spain,3.0,Cáceres,CÁCERES,intencionado,1.0,78,168,18,2,incendio,1
2006-04-10,spain,3.5,"Coruña, A",CARBALLO,intencionado,1.0,112,152,9,0,incendio,1
2001-11-25,spain,2.0,Zamora,S JUSTO,intencionado,1.0,150,180,1,0,incendio,1
2006-02-10,spain,1.2,Pontevedra,COVELO,intencionado,1.0,95,105,6,1,incendio,1
2004-06-30,spain,6.0,Málaga,ARCHIDONA,intencionado,1.0,205,490,46,2,incendio,1
2005-10-09,spain,9.0,Ourense,MELÓN,intencionado,1.0,695,705,19,1,incendio,1
2008-02-19,spain,3.0,Asturias,PONGA,desconocido,0.0,0,409,0,0,incendio,1
2011-04-08,spain,1.0,Badajoz,MEDELLÍN,intencionado,1.0,0,160,7,0,conato,1
2006-02-12,spain,1.0,Ourense,BOBORÁS,intencionado,1.0,75,85,6,1,conato,1
2011-10-19,spain,7.06,Zamora,GALENDE,intencionado,0.0,719,1784,16,1,incendio,1
2009-05-05,spain,2.1,Toledo,SANTA CRUZ DEL RETAMAR,intencionado,1.0,104,154,11,1,incendio,1
2002-08-16,spain,3.5,Ourense,BALTAR,intencionado,1.0,115,375,21,2,incendio,1
2001-09-13,spain,14.5,León,BORRENES,intencionado,1.0,220,490,55,7,incendio,1
2006-04-01,spain,1.5,Asturias,LENA,desconocido,0.0,253,294,4,1,incendio,1
2003-06-22,spain,1.5,Toledo,PEPINO,intencionado,1.0,50,165,30,5,incendio,1
2006-07-11,spain,2.14,Lugo,LUGO,intencionado,1.0,225,325,25,8,incendio,1
2007-06-26,spain,19.09,Huelva,PAYMOGO,accidente,1.0,168,748,50,6,incendio,1
2005-03-22,spain,1.5,Asturias,SANTO ADRIANO,desconocido,0.0,86,112,2,0,incendio,1
2014-06-14,spain,43.6,Badajoz,OLIVA DE MÉRIDA,accidente,0.0,665,6035,29,4,incendio,1
2012-08-10,spain,1.2,Murcia,CARTAGENA,accidente,0.0,195,375,40,3,incendio,1
2004-06-17,spain,2.41,Araba/Álava,LABASTIDA,accidente,1.0,93,203,12,2,incendio,1
2010-06-27,spain,3.0,Cáceres,ACEHÚCHE,rayo,0.0,135,755,56,1,incendio,1
2005-08-23,spain,1.0,"Coruña, A",NEGREIRA,desconocido,0.0,45,405,8,2,conato,1
2001-06-20,spain,2.0,Pontevedra,LALÍN,intencionado,1.0,146,250,6,1,incendio,1
2013-07-17,spain,1.5,Asturias,RIVADEDEVA,accidente,0.0,159,237,4,1,incendio,1
2002-08-17,spain,150.0,Cáceres,PINOFRANQUEADO,intencionado,1.0,520,5590,60,10,incendio,0
2010-07-26,spain,3.0,Badajoz,ALMENDRALEJO,accidente,1.0,50,100,7,1,incendio,1
2012-05-31,spain,4.0,Alicante/Alacant,BENIMANTELL,accidente,0.0,1335,2010,69,13,incendio,0
2003-04-15,spain,1.0,Asturias,LLANES,desconocido,0.0,0,107,6,0,conato,1
2003-05-04,spain,4.0,Asturias,VILLAVICIOSA,desconocido,0.0,73,112,3,0,incendio,1
2008-02-23,spain,1.5,Asturias,PONGA,desconocido,0.0,0,947,5,0,incendio,1
2008-08-31,spain,1.0,Bizkaia,KARRANTZA HARANA,intencionado,0.0,95,95,5,1,conato,1
2004-08-22,spain,1.0,Burgos,MEDINA DE POMAR,accidente,0.0,45,2985,53,6,conato,1
2005-03-11,spain,1.5,Zamora,TREFACIO,intencionado,0.0,35,65,14,1,incendio,1
2008-09-27,spain,3.34,Salamanca,CRISTOBAL,intencionado,1.0,135,255,52,6,incendio,1
2002-08-03,spain,3.0,Ourense,CELANOVA,intencionado,1.0,195,490,22,6,incendio,1
2001-08-26,spain,3.0,Ourense,VILARIÑO DE CONSO,intencionado,1.0,110,145,21,3,incendio,1
2002-01-30,spain,1.0,Gipuzkoa,DONOSTIA-SAN SEBASTIÁN,desconocido,0.0,123,183,10,1,conato,1
2003-03-11,spain,3.0,Asturias,GRADO,desconocido,0.0,0,217,8,2,incendio,1
2004-10-09,spain,2.3,Lleida,GRANYANELLA,accidente,0.0,50,225,23,7,incendio,1
2002-04-21,spain,15.0,Asturias,ALLANDE,desconocido,0.0,0,360,9,0,incendio,1
2005-03-16,spain,3.5,"Rioja, La",ALCANADRE,intencionado,0.0,105,150,9,0,incendio,1
2008-02-10,spain,1.0,Guadalajara,POZO DE GUADALAJARA,accidente,0.0,49,106,13,3,conato,1
2003-07-24,spain,1.2,Ourense,TRASMIRAS,intencionado,1.0,75,155,22,5,incendio,1
2003-09-12,spain,1.0,Ourense,OÍMBRA,intencionado,1.0,63,95,22,2,conato,1
2010-03-28,spain,46.77,Cantabria,VEGA DE LIÉBANA,intencionado,0.0,620,10925,47,6,incendio,1
2011-02-09,spain,8.0,Cantabria,PUENTE VIESGO,intencionado,0.0,195,245,10,0,incendio,1
2012-07-23,spain,4.0,Cáceres,MONTEHERMOSO,intencionado,1.0,236,776,11,1,incendio,1
2012-12-22,spain,1.5,Asturias,PILOÑA,desconocido,0.0,73,115,3,0,incendio,1
2014-07-02,spain,164.83,Badajoz,ALBURQUERQUE,rayo,0.0,190,3290,71,12,incendio,0
2001-12-25,spain,4.5,Ourense,VIANA DO BOLO,intencionado,1.0,430,608,8,0,incendio,1
2006-02-01,spain,2.8,Zamora,HERMISENDE,intencionado,0.0,0,1,0,0,incendio,1
2003-06-19,spain,1.0,"Coruña, A",CURTIS,desconocido,0.0,210,305,4,2,conato,1
2004-09-25,spain,1.0,Salamanca,ALDEHUELA DE YELTES,accidente,1.0,35,110,22,2,conato,1
2002-02-01,spain,7.0,Cantabria,SOBA,desconocido,0.0,225,239,12,1,incendio,1
2001-02-20,spain,2.0,León,RIELLO,intencionado,1.0,0,240,1,0,incendio,1
2008-02-17,spain,1.0,Ourense,MUIÑOS,intencionado,1.0,98,102,1,1,conato,1
2002-04-23,spain,1.0,Pontevedra,FORCAREI,intencionado,1.0,76,160,6,1,conato,1
2007-09-15,spain,2.96,Pontevedra,DOZÓN,intencionado,1.0,80,307,37,5,incendio,1
2005-03-18,spain,2.5,"Coruña, A",NEGREIRA,intencionado,0.0,140,195,6,1,incendio,1
2011-10-09,spain,2.1,Lugo,CARBALLEDO,intencionado,1.0,63,481,18,4,incendio,1
2010-04-06,spain,8.0,Asturias,ALLER,intencionado,0.0,0,192,3,0,incendio,1
2015-04-08,spain,20.0,Asturias,MORCÍN,intencionado,0.0,189,208,5,1,incendio,1
2003-07-27,spain,12.0,Salamanca,DOÑINOS DE LEDESMA,accidente,1.0,80,295,51,12,incendio,0
2005-07-16,spain,5.9,Madrid,MIRAFLORES DE LA SIERRA,intencionado,0.0,91,288,68,16,incendio,0
2007-05-20,spain,75.22,Almería,GÁDOR,intencionado,1.0,619,889,114,8,incendio,0
2002-03-22,spain,2.05,Ourense,MANZANEDA,intencionado,1.0,160,180,6,0,incendio,1
2013-10-18,spain,58.94,Madrid,FUENTIDUEÑA DE TAJO,intencionado,1.0,197,294,79,12,incendio,0
2005-09-17,spain,8.0,Ourense,BOBORÁS,intencionado,1.0,150,310,63,13,incendio,0
2015-09-06,spain,1.6,Almería,ADRA,intencionado,0.0,143,816,38,0,incendio,1
2010-03-28,spain,1.0,Asturias,LLANES,accidente,1.0,0,11,0,0,conato,1
2012-03-12,spain,5.0,Asturias,CANGAS DEL NARCEA,intencionado,0.0,179,219,4,0,incendio,1
2011-10-20,spain,46.54,"Coruña, A",MELIDE,intencionado,1.0,326,760,32,8,incendio,1
2004-04-27,spain,25.0,Cantabria,RIONANSA,intencionado,0.0,255,375,8,0,incendio,1
2013-04-16,spain,1.29,Cáceres,CASTAÑAR DE IBOR,intencionado,1.0,305,1265,8,1,incendio,1
2003-08-11,spain,2.0,Asturias,TINEO,desconocido,0.0,555,1245,15,2,incendio,1
2002-04-10,spain,9.87,"Coruña, A",BRIÓN,intencionado,1.0,210,230,11,1,incendio,1
2002-01-26,spain,1.0,"Balears, Illes",ESCORCA,intencionado,1.0,95,170,4,1,conato,1
2008-01-10,spain,1.5,Cantabria,SAN ROQUE DE RIOMIERA,intencionado,1.0,180,240,8,0,incendio,1
2012-06-25,spain,1.2,Cáceres,PASARÓN DE LA VERA,desconocido,0.0,35,150,8,2,incendio,1
2006-08-12,spain,14.5,"Coruña, A","PONTES DE GARCIA RODRIGUEZ, AS",intencionado,1.0,430,610,20,6,incendio,1
2001-07-28,spain,2.5,Ourense,"BOLO, O",rayo,1.0,95,155,16,3,incendio,1
2005-01-24,spain,1.6,Lleida,GIMENELLS I EL PLA DE LA FONT,accidente,1.0,75,165,11,2,incendio,1
2010-09-23,spain,6.95,"Coruña, A",CORISTANCO,intencionado,1.0,376,438,29,4,incendio,1
2002-01-21,spain,1.0,Asturias,LLANES,desconocido,0.0,196,215,4,1,conato,1
2008-02-17,spain,2.5,Navarra,BASABURUA,accidente,0.0,186,222,4,2,incendio,1
2009-04-23,spain,1.0,Asturias,ONÍS,intencionado,1.0,0,120,4,0,conato,1
2015-03-11,spain,1.5,Asturias,PONGA,intencionado,1.0,114,134,2,1,incendio,1
2004-04-25,spain,2.0,Asturias,PARRES,desconocido,0.0,0,86,3,0,incendio,1
2001-09-13,spain,3.1,Ourense,QUINTELA DE LEIRADO,intencionado,1.0,130,195,11,1,incendio,1
2015-03-11,spain,2.18,Ourense,VIANA DO BOLO,intencionado,1.0,90,105,5,1,incendio,1
2009-03-14,spain,52.2,Asturias,TINEO,intencionado,0.0,223,253,8,2,incendio,1
2004-02-17,spain,2.0,Asturias,SOBRESCOBIO,desconocido,0.0,70,109,3,0,incendio,1
2005-08-12,spain,15.0,Ourense,SAN CRISTOVO DE CEA,intencionado,1.0,185,605,64,14,incendio,0
2001-04-17,spain,6.5,Ourense,LOBIOS,accidente,1.0,275,290,15,1,incendio,1
2014-01-08,spain,2.71,Asturias,LAVIANA,intencionado,0.0,58,112,3,0,incendio,1
2002-03-24,spain,2.5,Ourense,CUALEDRO,intencionado,1.0,90,115,11,1,incendio,1
2006-05-10,spain,1.5,Huelva,GIBRALEÓN,intencionado,0.0,180,285,21,2,incendio,1
2010-02-26,spain,1.5,Asturias,BIMENES,intencionado,0.0,254,255,8,0,incendio,1
2003-08-06,spain,1.5,Pontevedra,PAZOS DE BORBÉN,intencionado,1.0,110,285,20,3,incendio,1
2006-08-26,spain,2.0,Sevilla,CANTILLANA,intencionado,0.0,168,238,22,2,incendio,1
2004-09-03,spain,1.5,Lugo,"FONSAGRADA, A",intencionado,0.0,85,165,17,4,incendio,1
2014-07-29,spain,6.17,Madrid,TITULCIA,accidente,1.0,86,551,38,9,incendio,1
2009-08-20,spain,20.0,Ourense,PADRENDA,intencionado,1.0,428,456,38,4,incendio,1
2011-06-09,spain,1.3,"Coruña, A",RIBEIRA,intencionado,1.0,117,187,8,2,incendio,1
2011-02-27,spain,2.9,Ourense,VILARIÑO DE CONSO,intencionado,1.0,180,205,3,0,incendio,1
2003-07-28,spain,1.0,Cáceres,PERALES DEL PUERTO,desconocido,0.0,75,135,27,1,conato,1
2004-03-23,spain,5.49,Ávila,BECEDAS,intencionado,0.0,175,300,12,2,incendio,1
2009-09-23,spain,1.44,Toledo,"TORRE DE ESTEBAN HAMBRÁN, LA",accidente,1.0,97,97,10,0,incendio,1
2015-12-27,spain,1.91,Cantabria,"CORRALES DE BUELNA, LOS",intencionado,1.0,90,120,6,0,incendio,1
2003-11-06,spain,2.0,Bizkaia,GALDAMES,intencionado,0.0,0,210,17,0,incendio,1
2015-08-20,spain,2.3,León,SAHAGUN,accidente,1.0,214,251,11,2,incendio,1
2011-10-14,spain,2.5,Cáceres,ALDEANUEVA DE LA VERA,intencionado,1.0,55,140,18,3,incendio,1
2006-01-26,spain,2.5,Cáceres,"TORNO, EL",intencionado,1.0,0,287,2,0,incendio,1
2012-02-12,spain,2.84,Zamora,RABANALES,intencionado,0.0,46,106,3,0,incendio,1
2009-08-09,spain,2.0,Badajoz,GUAREÑA,intencionado,1.0,88,3735,15,5,incendio,1
2015-08-26,spain,19.1,Lugo,"PONTENOVA, A",intencionado,1.0,487,2137,150,29,incendio,0
2006-09-07,spain,2.8,Ourense,MUIÑOS,intencionado,1.0,49,71,12,1,incendio,1
2002-02-10,spain,1.0,Gipuzkoa,ORDIZIA,accidente,1.0,30,40,6,0,conato,1
2003-06-15,spain,1.0,"Coruña, A",CESURAS,intencionado,1.0,90,120,6,1,conato,1
2005-08-31,spain,2.0,Ourense,VILARIÑO DE CONSO,intencionado,1.0,130,145,16,2,incendio,1
2005-03-18,spain,5.0,Asturias,GRADO,intencionado,1.0,313,352,7,1,incendio,1
2004-02-05,spain,8.0,Asturias,CANGAS DEL NARCEA,intencionado,0.0,180,195,6,0,incendio,1
2004-06-17,spain,2.1,"Coruña, A",SANTA COMBA,intencionado,1.0,300,305,6,2,incendio,1
2004-08-02,spain,25.0,"Coruña, A",VIMIANZO,intencionado,1.0,285,730,38,9,incendio,1
2009-09-05,spain,1.07,Córdoba,CÓRDOBA,desconocido,0.0,85,1455,82,12,incendio,0
2003-06-03,spain,1.1,Murcia,LORCA,accidente,0.0,300,330,34,5,incendio,1
2008-02-17,spain,6.0,Navarra,BAZTAN,accidente,0.0,270,300,4,2,incendio,1
2005-03-04,spain,1.5,Huelva,SANTA ANA LA REAL,accidente,0.0,0,120,26,0,incendio,1
2012-02-12,spain,1.5,Cáceres,ALDEANUEVA DE LA VERA,intencionado,1.0,135,170,7,1,incendio,1
2003-05-12,spain,2.5,Asturias,VILLAVICIOSA,desconocido,0.0,80,155,2,1,incendio,1
2015-04-15,spain,20.65,Cantabria,RUESGA,intencionado,1.0,390,765,2,0,incendio,1
2002-08-21,spain,2.0,Lugo,PANTÓN,intencionado,1.0,50,165,28,9,incendio,1
2009-07-17,spain,22.7,Lleida,CERVERA,desconocido,0.0,315,1832,197,58,incendio,0
2015-07-17,spain,45.68,Lugo,RIBAS DE SIL,rayo,0.0,1321,2641,117,17,incendio,0
2004-08-01,spain,1.0,Pontevedra,VILABOA,intencionado,1.0,65,305,20,3,conato,1
2011-10-09,spain,7.0,León,TRUCHAS,intencionado,1.0,293,1353,26,2,incendio,1
2001-04-16,spain,1.5,Ourense,"MERCA, A",intencionado,1.0,80,105,7,1,incendio,1
2001-05-28,spain,4.0,Asturias,SOMIEDO,intencionado,0.0,195,225,8,1,incendio,1
2011-10-07,spain,2.3,Ourense,RIÓS,intencionado,1.0,116,189,23,2,incendio,1
2004-05-02,spain,1.0,Zamora,S JUSTO,intencionado,0.0,0,50,3,0,conato,1
2014-08-04,spain,50.55,Cáceres,CALZADILLA,intencionado,1.0,547,1312,72,9,incendio,1
2010-02-25,spain,3.7,Cantabria,MIERA,intencionado,1.0,0,240,0,0,incendio,1
2008-07-21,spain,8.93,Pontevedra,PONTE CALDELAS,intencionado,1.0,449,1379,116,14,incendio,0
2001-11-26,spain,1.0,Ourense,RIBADAVIA,intencionado,1.0,50,110,6,0,conato,1
2012-07-05,spain,1.7,León,VALDERREY,intencionado,1.0,60,323,37,3,incendio,1
2015-08-05,spain,2.0,Cáceres,TORRECILLA  DE LOS ÁNGELES,intencionado,1.0,198,883,18,2,incendio,1
2003-03-17,spain,1.1,Ourense,"BOLA, A",intencionado,1.0,130,140,6,0,incendio,1
2015-09-22,spain,4.52,Málaga,MANILVA,intencionado,0.0,382,1372,93,9,incendio,1
2012-06-17,spain,6.62,Toledo,"PUEBLANUEVA, LA",accidente,0.0,86,215,31,6,incendio,1
2007-11-03,spain,1.9,Ourense,VILAMARTÍN DE VALDEORRAS,intencionado,1.0,78,104,11,1,incendio,1
2003-04-07,spain,1.5,Ourense,BOBORÁS,intencionado,1.0,165,195,6,1,incendio,1
2003-04-08,spain,1.0,Asturias,LLANES,desconocido,0.0,0,66,2,0,conato,1
2004-04-09,spain,1.7,Pontevedra,PONTEAREAS,intencionado,1.0,100,125,14,2,incendio,1
2006-07-22,spain,1.0,Málaga,CÁRTAMA,accidente,0.0,130,545,35,3,conato,1
2004-04-08,spain,3.0,"Coruña, A",CARBALLO,intencionado,1.0,175,200,11,2,incendio,1
2011-03-24,spain,1.0,Cantabria,LAMASÓN,accidente,1.0,60,100,2,1,conato,1
2015-12-19,spain,48.2,Cantabria,RUENTE,intencionado,1.0,1015,1075,27,3,incendio,1
2012-07-03,spain,1.65,Valladolid,CARPIO,accidente,0.0,98,252,330,3,incendio,1
2001-08-10,spain,10.0,Cáceres,NAVALMORAL DE LA MATA,accidente,0.0,80,130,51,4,incendio,1
2007-12-21,spain,2.0,Cádiz,GRAZALEMA,desconocido,0.0,372,646,19,2,incendio,1
2005-08-06,spain,1.1,Ourense,NOGUEIRA DE RAMUÍN,intencionado,1.0,35,110,1,0,incendio,1
2004-08-07,spain,1.0,Asturias,PRAVIA,intencionado,0.0,0,508,8,3,conato,1
2002-02-02,spain,2.0,Cantabria,CASTRO-URDIALES,desconocido,0.0,105,150,1,0,incendio,1
2012-03-27,spain,3.2,Cantabria,LAMASÓN,intencionado,1.0,0,480,0,0,incendio,1
2012-03-11,spain,4.22,Cantabria,LIÉRGANES,intencionado,1.0,145,190,15,0,incendio,1
2014-03-17,spain,1.15,Ourense,"IRIXO, O",desconocido,0.0,60,181,10,3,incendio,1
2005-04-28,spain,35.0,Zamora,PORTO,intencionado,0.0,420,570,5,0,incendio,1
2014-02-24,spain,9.8,Cantabria,VEGA DE PAS,intencionado,1.0,0,960,0,0,incendio,1
2002-09-07,spain,15.05,Lugo,PORTOMARÍN,intencionado,1.0,465,805,49,8,incendio,1
2009-06-25,spain,1.0,Lleida,GUISSONA,intencionado,1.0,77,237,59,20,conato,0
