fecha,pais,superficie,idprovincia,municipio,causa,causa_supuesta,time_ctrl,time_ext,personal,medios,tipo,predicted_cluster
2002-02-10,spain,1.0,Guadalajara,CORDUENTE,intencionado,1.0,90,100,5,1,conato,1
2014-06-07,spain,44.0,Badajoz,VALVERDE DE MÉRIDA,accidente,0.0,175,1465,51,4,incendio,1
2004-11-30,spain,1.0,Albacete,ELCHE DE LA SIERRA,accidente,1.0,150,180,20,2,conato,1
2012-02-28,spain,1.0,Navarra,JAURRIETA,desconocido,0.0,82,82,3,2,conato,1
2002-07-06,spain,5.0,Huesca,ESTADILLA,accidente,0.0,80,1260,100,12,incendio,0
2010-09-05,spain,53.7,Asturias,TINEO,intencionado,0.0,528,2823,25,3,incendio,1
2002-07-03,spain,18.0,Badajoz,CASTUERA,accidente,1.0,140,225,14,1,incendio,1
2003-09-19,spain,2.0,Ourense,"POBRA DE TRIVES, A",intencionado,1.0,155,160,6,2,incendio,1
2015-07-05,spain,126.73,Palencia,SANTERVAS DE LA VEGA,accidente,0.0,512,1807,30,16,incendio,0
2013-05-26,spain,17.0,Zamora,PEDRALBA DE LA PRADERIA,intencionado,0.0,294,504,17,3,incendio,1
2002-03-23,spain,1.2,Lugo,CASTRO DE REI,accidente,0.0,65,105,6,1,incendio,1
2015-12-08,spain,10.0,Asturias,CANGAS DEL NARCEA,intencionado,1.0,76,136,4,2,incendio,1
2004-04-27,spain,10.0,Asturias,SAN MARTÍN DEL REY AURELIO,intencionado,1.0,197,209,5,0,incendio,1
2008-01-22,spain,6.3,Ourense,VIANA DO BOLO,intencionado,1.0,105,110,6,0,incendio,1
2001-09-15,spain,5.0,Toledo,CUERVA,accidente,1.0,55,95,9,1,incendio,1
2007-11-14,spain,5.0,León,ENCINEDO,accidente,1.0,0,275,1,0,incendio,1
2011-09-19,spain,1.38,Zamora,HERMISENDE,intencionado,0.0,47,152,9,3,incendio,1
2003-03-19,spain,1.5,Asturias,NAVA,desconocido,0.0,0,85,5,1,incendio,1
2010-08-09,spain,1.15,Zaragoza,CALATAYUD,rayo,0.0,285,1755,68,9,incendio,1
2003-09-12,spain,45.0,León,VEGA DE VALCARCE,intencionado,1.0,828,1373,19,1,incendio,1
2003-07-12,spain,1.72,Granada,CACÍN,accidente,0.0,75,122,16,2,incendio,1
2006-06-09,spain,3.3,"Coruña, A",ARANGA,accidente,1.0,225,340,12,3,incendio,1
2011-12-28,spain,1.2,Cáceres,TORRE DE DON MIGUEL,desconocido,0.0,216,356,14,3,incendio,1
2010-09-19,spain,1.3,Lugo,BARALLA,intencionado,1.0,228,310,14,2,incendio,1
2007-08-31,spain,1.3,Pontevedra,SILLEDA,intencionado,1.0,68,330,18,5,incendio,1
2007-11-11,spain,1.5,Cáceres,NAVEZUELAS,desconocido,0.0,180,1210,12,2,incendio,1
2008-02-17,spain,4.0,Ourense,CASTRO CALDELAS,intencionado,1.0,160,276,6,0,incendio,1
2012-04-01,spain,24.5,León,ENCINEDO,intencionado,1.0,278,401,12,3,incendio,1
2005-07-06,spain,15.02,Córdoba,DOS TORRES,accidente,0.0,78,139,26,3,incendio,1
2012-02-27,spain,5.0,Asturias,BELMONTE DE MIRANDA,intencionado,0.0,252,309,9,0,incendio,1
2004-01-08,spain,4.0,Cantabria,RIONANSA,intencionado,0.0,270,330,2,0,incendio,1
2012-02-29,spain,3.07,Cantabria,PEÑARRUBIA,intencionado,1.0,180,210,1,0,incendio,1
2009-09-03,spain,1.8,Ciudad Real,PUERTOLLANO,intencionado,0.0,77,156,31,3,incendio,1
2005-08-15,spain,1.0,Toledo,TALAVERA DE LA REINA,accidente,0.0,45,245,16,4,conato,1
2005-02-19,spain,1.5,León,BERLANGA DEL BIERZO,accidente,1.0,0,79,0,0,incendio,1
2008-02-17,spain,167.7,Asturias,CANGAS DEL NARCEA,accidente,0.0,0,1082,11,1,incendio,1
2007-03-18,spain,1.0,León,VILLAMANDOS,accidente,0.0,120,151,2,1,conato,1
2008-04-05,spain,1.04,Araba/Álava,BILAR/ELVILLAR,accidente,1.0,75,95,4,1,incendio,1
2006-09-07,spain,5.0,Zamora,S JUSTO,intencionado,1.0,151,210,13,3,incendio,1
2003-08-25,spain,12.5,Ourense,LEIRO,intencionado,1.0,205,295,52,9,incendio,1
2002-07-22,spain,1.5,"Coruña, A",TOQUES,intencionado,1.0,130,160,11,1,incendio,1
2003-08-19,spain,1.0,Granada,ALAMEDILLA,desconocido,0.0,91,166,21,2,conato,1
2013-10-01,spain,1.77,Guadalajara,GUADALAJARA,desconocido,0.0,71,132,8,3,incendio,1
2013-04-27,spain,3.23,Zamora,LUBIAN,intencionado,0.0,180,220,13,2,incendio,1
2001-07-03,spain,2.0,Lugo,PALAS DE REI,intencionado,1.0,65,220,4,0,incendio,1
2015-05-02,spain,3.0,Alicante/Alacant,BALONES,accidente,0.0,1040,1340,91,13,incendio,0
2014-03-20,spain,15.0,Asturias,SOMIEDO,accidente,0.0,656,661,9,1,incendio,1
2010-08-21,spain,44.0,León,IGUEÑA,intencionado,1.0,263,1857,49,8,incendio,1
2001-09-19,spain,4.0,Ourense,BANDE,intencionado,1.0,120,150,17,3,incendio,1
2005-02-18,spain,31.26,Pontevedra,FORCAREI,intencionado,1.0,260,280,18,3,incendio,1
2012-03-28,spain,241.53,Cantabria,MOLLEDO,intencionado,1.0,2310,2565,24,1,incendio,1
2006-02-15,spain,3.7,"Rioja, La",AUSEJO,accidente,1.0,210,240,14,1,incendio,1
2012-03-12,spain,1.9,Asturias,PILOÑA,intencionado,0.0,93,111,7,0,incendio,1
2001-07-14,spain,2.0,Cáceres,CÁCERES,accidente,0.0,35,50,20,2,incendio,1
2010-02-23,spain,4.0,Asturias,PILOÑA,intencionado,0.0,70,75,6,2,incendio,1
2003-01-27,spain,10.35,Navarra,GUIRGUILLANO,accidente,0.0,0,1230,20,1,incendio,1
2005-08-14,spain,1.24,"Coruña, A",ABEGONDO,intencionado,1.0,152,272,18,4,incendio,1
2005-05-30,spain,1.5,León,VILLAZALA,intencionado,1.0,65,65,1,1,incendio,1
2003-08-27,spain,1.5,Lugo,BALEIRA,intencionado,1.0,175,400,15,2,incendio,1
2005-07-01,spain,1.0,Salamanca,TOPAS,accidente,1.0,40,203,15,5,conato,1
2012-03-13,spain,53.0,Cáceres,CABEZUELA DEL VALLE,intencionado,1.0,1325,2990,59,13,incendio,0
2002-01-27,spain,9.0,Cantabria,SOLÓRZANO,intencionado,0.0,540,600,19,2,incendio,1
2002-02-02,spain,34.0,Cantabria,CABUÉRNIGA,intencionado,1.0,435,495,6,0,incendio,1
2004-04-03,spain,2.0,Asturias,OVIEDO,desconocido,0.0,0,137,6,1,incendio,1
2009-03-20,spain,6.0,Bizkaia,KARRANTZA HARANA,intencionado,0.0,0,360,10,0,incendio,1
2010-03-06,spain,1.0,Asturias,MIERES,intencionado,0.0,70,71,3,0,conato,1
2003-09-21,spain,3.5,Asturias,SALAS,reproducido,0.0,32,83,7,1,incendio,1
2005-08-13,spain,1.0,Asturias,CANGAS DEL NARCEA,desconocido,0.0,135,401,12,2,conato,1
2002-06-19,spain,1.0,Cáceres,PINOFRANQUEADO,intencionado,1.0,50,260,28,4,conato,1
2012-07-07,spain,9.5,Ciudad Real,BOLAÑOS DE CALATRAVA,desconocido,0.0,86,118,11,5,incendio,1
2001-08-15,spain,1.0,Ourense,VILARIÑO DE CONSO,intencionado,1.0,45,85,5,1,conato,1
2009-07-31,spain,20.1,Ourense,"POBRA DE TRIVES, A",desconocido,0.0,231,316,89,13,incendio,0
2006-02-13,spain,1.0,"Coruña, A",MESÍA,intencionado,1.0,70,80,6,1,conato,1
2009-03-22,spain,9.63,Asturias,LAVIANA,intencionado,0.0,0,375,6,2,incendio,1
2007-09-28,spain,25.0,León,ENCINEDO,intencionado,1.0,84,114,1,0,incendio,1
2012-06-11,spain,1.16,Málaga,ARDALES,accidente,0.0,245,1715,64,4,incendio,1
2003-09-21,spain,1.0,Ourense,TRASMIRAS,intencionado,1.0,50,65,6,0,conato,1
2007-11-09,spain,1.0,Ourense,VILAR DE BARRIO,intencionado,0.0,64,105,1,1,conato,1
2006-07-18,spain,35.0,Pontevedra,"LAMA, A",intencionado,1.0,380,755,24,9,incendio,1
2001-09-18,spain,61.0,León,VILLAFRANCA DEL BIERZO,accidente,1.0,0,1231,14,3,incendio,1
2008-02-19,spain,1.5,Cantabria,VILLAFUFRE,intencionado,1.0,210,240,5,0,incendio,1
2003-02-25,spain,1.0,Asturias,BELMONTE DE MIRANDA,desconocido,0.0,0,171,3,0,conato,1
2007-03-11,spain,1.85,Teruel,TRAMACASTIEL,accidente,0.0,35,95,8,0,incendio,1
2014-04-01,spain,8.3,Cantabria,MAZCUERRAS,intencionado,1.0,255,285,14,0,incendio,1
2015-12-24,spain,6.0,Cantabria,MOLLEDO,intencionado,0.0,240,270,1,0,incendio,1
2003-08-12,spain,3.0,Salamanca,AGALLAS,rayo,0.0,195,1065,61,8,incendio,1
2003-09-24,spain,2.0,Ourense,MONTERREI,intencionado,1.0,60,80,32,10,incendio,0
2011-08-08,spain,1.5,Granada,BAZA,intencionado,1.0,45,105,12,2,incendio,1
2008-09-02,spain,1.0,Cáceres,HERRERUELA,accidente,0.0,37,1567,35,9,conato,1
2011-10-04,spain,17.46,Lugo,SAMOS,intencionado,0.0,402,696,39,10,incendio,0
2003-09-15,spain,5.0,Ourense,ESGOS,desconocido,0.0,285,605,24,3,incendio,1
2002-02-02,spain,5.0,Huesca,CASTEJÓN DE SOS,accidente,0.0,60,309,11,2,incendio,1
2003-04-03,spain,2.5,Ourense,PIÑOR,intencionado,1.0,75,87,11,2,incendio,1
2005-09-13,spain,1.0,Toledo,QUINTANAR DE LA ORDEN,accidente,0.0,17,25,4,1,conato,1
2007-04-15,spain,1.0,Navarra,PUEYO,accidente,1.0,48,82,2,1,conato,1
2009-03-13,spain,1.7,Ávila,MIJARES,accidente,0.0,155,345,25,2,incendio,1
2011-06-28,spain,1.0,Cáceres,PLASENCIA,intencionado,0.0,154,1024,32,8,conato,1
2013-08-05,spain,151.09,Madrid,CAMPO REAL,accidente,0.0,425,1741,132,24,incendio,0
2004-06-14,spain,3.5,"Coruña, A",CORISTANCO,intencionado,1.0,225,255,10,1,incendio,1
2003-05-18,spain,2.0,Asturias,SOMIEDO,desconocido,0.0,0,250,4,1,incendio,1
2007-01-13,spain,1.5,León,ENCINEDO,intencionado,1.0,0,509,3,0,incendio,1
2007-06-12,spain,2.0,Badajoz,CABEZA DEL BUEY,accidente,1.0,45,50,9,2,incendio,1
2005-03-19,spain,1.0,"Coruña, A",ORDES,intencionado,1.0,110,130,7,1,conato,1
2008-02-15,spain,2.0,León,TRUCHAS,intencionado,1.0,15,54,2,0,incendio,1
2015-04-14,spain,3.8,Cantabria,VALDÁLIGA,intencionado,1.0,165,225,6,0,incendio,1
2002-08-20,spain,2.0,Zamora,PÍAS,intencionado,1.0,160,190,15,2,incendio,1
2004-07-21,spain,1.0,Málaga,ARCHIDONA,accidente,1.0,160,220,17,3,conato,1
2002-03-31,spain,1.0,Gipuzkoa,OÑATI,accidente,0.0,150,155,3,0,conato,1
2001-08-13,spain,1.0,León,BRAZUELO,rayo,0.0,55,55,1,2,conato,1
2015-04-25,spain,2.5,Cantabria,VALDÁLIGA,intencionado,1.0,150,180,11,0,incendio,1
2005-03-16,spain,1.5,Zamora,S VICENTE DE LA CABEZA,intencionado,0.0,50,70,1,0,incendio,1
2002-08-02,spain,34.97,Huelva,CUMBRES DE SAN BARTOLOMÉ,accidente,0.0,196,956,104,12,incendio,0
2008-02-15,spain,183.0,Cantabria,SOBA,intencionado,1.0,0,0,0,0,incendio,1
2011-10-23,spain,3.29,Ourense,CALVOS DE RANDÍN,intencionado,1.0,30,485,9,2,incendio,1
2010-02-24,spain,13.0,Cantabria,CASTRO-URDIALES,accidente,1.0,240,270,7,1,incendio,1
2011-10-15,spain,37.27,Ourense,SAN CRISTOVO DE CEA,intencionado,1.0,705,1739,27,7,incendio,1
2001-10-02,spain,26.2,Lugo,NEGUEIRA DE MUÑIZ,intencionado,1.0,180,240,59,6,incendio,1
2001-08-13,spain,10.0,Zamora,ROELOS DE SAYAGO,rayo,0.0,80,80,110,2,incendio,1
2011-07-29,spain,2.64,Jaén,"VILLARES, LOS",intencionado,0.0,158,283,31,3,incendio,1
2002-09-04,spain,5.0,Toledo,"PUEBLANUEVA, LA",desconocido,0.0,80,200,14,2,incendio,1
2003-08-13,spain,18.5,Lugo,FRIOL,reproducido,1.0,330,445,28,3,incendio,1
2012-06-09,spain,23.1,Granada,LANJARÓN,accidente,0.0,263,7231,242,24,incendio,0
2015-12-24,spain,2.0,Toledo,"GUARDIA, LA",accidente,1.0,93,133,6,1,incendio,1
2004-03-28,spain,5.2,Pontevedra,FORCAREI,intencionado,1.0,350,360,2,1,incendio,1
2011-07-29,spain,6.9,Salamanca,MATA DE LEDESMA LA,accidente,1.0,78,250,51,3,incendio,1
2008-06-27,spain,1.0,Zamora,RABANALES,intencionado,0.0,50,185,12,2,conato,1
2005-02-16,spain,1.26,Granada,GALERA,intencionado,1.0,115,145,9,1,incendio,1
2005-01-22,spain,1.0,Ourense,CHANDREXA DE QUEIXA,intencionado,1.0,50,55,6,0,conato,1
2002-04-19,spain,1.5,Pontevedra,SALCEDA DE CASELAS,desconocido,0.0,60,185,22,1,incendio,1
2004-11-10,spain,6.4,Valencia/València,CHIVA,intencionado,0.0,1509,2592,25,2,incendio,1
2008-07-23,spain,5.43,Cuenca,OLMEDILLA DE ALARCÓN,accidente,0.0,100,1035,69,10,incendio,0
2008-02-14,spain,2.5,Ourense,SANDIÁS,intencionado,0.0,55,70,4,1,incendio,1
2003-09-25,spain,15.5,Burgos,VALLE DE VALDEBEZANA,accidente,1.0,120,330,12,3,incendio,1
2005-02-20,spain,7.0,Jaén,MARMOLEJO,intencionado,1.0,95,115,15,2,incendio,1
2012-03-24,spain,75.47,Cantabria,RIONANSA,intencionado,1.0,1215,1230,10,1,incendio,1
2011-03-12,spain,8.0,Asturias,TINEO,intencionado,0.0,67,82,5,0,incendio,1
2010-10-28,spain,9.7,Ourense,VILARIÑO DE CONSO,intencionado,1.0,105,112,4,0,incendio,1
2010-05-06,spain,5.91,Ourense,ENTRIMO,intencionado,1.0,79,155,7,1,incendio,1
2002-04-01,spain,14.0,"Coruña, A",VILASANTAR,intencionado,1.0,205,235,102,0,incendio,1
2011-02-18,spain,2.76,Valencia/València,CHESTE,accidente,1.0,120,240,31,3,incendio,1
2003-07-08,spain,2.0,Salamanca,BOGAJO,intencionado,1.0,90,150,11,0,incendio,1
2002-07-02,spain,2.5,Asturias,CASTRILLÓN,desconocido,0.0,0,103,3,1,incendio,1
2005-05-02,spain,3.0,Navarra,ZUGARRAMURDI,intencionado,0.0,74,127,4,1,incendio,1
2005-08-13,spain,3.2,"Coruña, A",AMES,intencionado,1.0,70,150,35,5,incendio,1
2011-02-08,spain,14.01,Asturias,LENA,intencionado,0.0,0,68,6,0,incendio,1
2005-08-29,spain,2.0,Ourense,PADERNE DE ALLARIZ,intencionado,1.0,105,345,21,3,incendio,1
2011-07-24,spain,1.52,Jaén,JÓDAR,accidente,0.0,320,1215,54,4,incendio,1
2001-11-23,spain,1.0,León,TORRE DEL BIERZO,accidente,1.0,0,90,2,0,conato,1
2011-03-26,spain,3.0,Navarra,EZKURRA,desconocido,0.0,160,190,6,1,incendio,1
2006-02-11,spain,1.6,Lugo,ABADÍN,intencionado,1.0,110,230,4,0,incendio,1
2006-03-29,spain,2.0,Asturias,SIERO,intencionado,1.0,150,171,9,2,incendio,1
2004-09-24,spain,7.0,Badajoz,MONTIJO,accidente,1.0,225,235,13,2,incendio,1
2001-09-17,spain,3.0,Pontevedra,LALÍN,intencionado,1.0,123,303,18,1,incendio,1
2015-12-28,spain,151.0,Cantabria,TORRELAVEGA,desconocido,0.0,780,3570,66,15,incendio,0
2011-10-16,spain,23.58,Pontevedra,AGOLADA,intencionado,1.0,427,772,20,7,incendio,1
2011-08-11,spain,102.0,Segovia,OTRA PROVINCIA,accidente,1.0,235,435,16,4,incendio,1
2006-06-12,spain,2.31,Córdoba,VILLAVICIOSA DE CÓRDOBA,rayo,0.0,74,178,46,6,incendio,1
2010-04-17,spain,1.0,Asturias,CUDILLERO,intencionado,0.0,110,140,7,1,conato,1
2012-03-09,spain,3.0,Palencia,STA CRUZ DE BOEDO,intencionado,1.0,0,0,0,0,incendio,1
2001-09-20,spain,1.0,Asturias,MIERES,intencionado,1.0,82,146,2,0,conato,1
2009-02-17,spain,1.0,Navarra,BAZTAN,accidente,1.0,131,139,6,2,conato,1
2003-06-22,spain,7.47,Valladolid,PEDRAJA DE PORTILLO LA,accidente,0.0,65,400,25,3,incendio,1
2001-09-14,spain,12.0,Cáceres,VALVERDE DEL FRESNO,desconocido,0.0,195,315,28,4,incendio,1
2003-09-19,spain,11.5,"Coruña, A",MAÑÓN,intencionado,1.0,1995,2165,54,17,incendio,0
2001-07-15,spain,3.0,Asturias,GOZÓN,intencionado,1.0,60,240,6,2,incendio,1
2010-02-26,spain,69.5,Cantabria,SOBA,desconocido,0.0,0,0,0,0,incendio,1
2014-09-03,spain,2.0,Cantabria,VALDERREDIBLE,intencionado,1.0,210,270,17,3,incendio,1
2006-09-24,spain,1.5,Jaén,MONTIZÓN,intencionado,0.0,80,140,23,2,incendio,1
2015-06-26,spain,169.69,Badajoz,MÉRIDA,desconocido,0.0,295,4169,78,20,incendio,0
2012-02-27,spain,1.86,Pontevedra,LALÍN,intencionado,1.0,92,140,12,2,incendio,1
2002-02-24,spain,5.0,León,PONFERRADA,intencionado,1.0,95,125,8,1,incendio,1
2006-06-09,spain,1.0,Ávila,CEBREROS,rayo,0.0,60,90,13,2,conato,1
2003-04-05,spain,2.0,"Coruña, A",TORDOIA,intencionado,1.0,210,255,11,2,incendio,1
2003-10-15,spain,2.0,Cáceres,GARROVILLAS DE ALCONÉTAR,intencionado,1.0,0,50,9,1,incendio,1
2014-06-25,spain,42.37,Cáceres,CASATEJADA,rayo,0.0,85,355,32,4,incendio,1
2007-03-24,spain,1.0,Cáceres,GATA,intencionado,1.0,105,165,4,0,conato,1
2006-03-29,spain,2.0,Asturias,PILOÑA,desconocido,0.0,0,49,3,1,incendio,1
2003-03-20,spain,8.5,Pontevedra,MONDARIZ,intencionado,1.0,160,200,14,2,incendio,1
2009-07-17,spain,350.0,León,CASTROCONTRIGO,accidente,1.0,276,276,68,14,incendio,0
2010-07-04,spain,10.18,Córdoba,HINOJOSA DEL DUQUE,accidente,0.0,145,404,50,9,incendio,1
2004-07-03,spain,3.0,Zamora,FERRERAS DE ABAJO,accidente,0.0,40,90,22,3,incendio,1
2015-03-18,spain,2.44,Ourense,CHANDREXA DE QUEIXA,intencionado,1.0,70,80,9,0,incendio,1
2004-04-04,spain,2.0,Asturias,TINEO,desconocido,0.0,60,62,3,2,incendio,1
2005-07-05,spain,5.33,Sevilla,CASTIBLANCO DE LOS ARROYOS,desconocido,0.0,95,325,54,4,incendio,1
2014-03-11,spain,15.0,Asturias,PILOÑA,intencionado,1.0,310,330,6,0,incendio,1
2003-03-21,spain,1.25,Teruel,AGUAVIVA,accidente,0.0,60,195,9,2,incendio,1
2013-09-27,spain,130.02,Ourense,VILARDEVÓS,intencionado,1.0,362,461,69,8,incendio,1
2003-07-26,spain,20.0,Zamora,BERMILLO DE SAYAGO,accidente,0.0,105,165,104,1,incendio,1
2009-07-17,spain,2.3,León,VEGA DE ESPINAREDA,intencionado,1.0,908,1200,20,3,incendio,1
2002-01-29,spain,86.0,Burgos,ESPINOSA DE LOS MONTEROS,intencionado,1.0,1440,1470,13,2,incendio,1
2001-09-18,spain,2.0,"Coruña, A",OUTES,intencionado,1.0,175,205,24,2,incendio,1
2013-08-24,spain,1.2,Burgos,ROA,intencionado,1.0,64,299,24,3,incendio,1
2012-03-11,spain,1.09,"Coruña, A",PONTEDEUME,desconocido,0.0,139,244,11,2,incendio,1
2015-08-20,spain,1.0,Ourense,COLES,intencionado,1.0,103,195,18,4,conato,1
2010-03-27,spain,3.0,Asturias,MORCÍN,intencionado,0.0,0,494,5,0,incendio,1
2009-08-29,spain,1.76,Madrid,SAN FERNANDO DE HENARES,desconocido,0.0,16,64,19,2,incendio,1
2008-08-18,spain,1.0,Cáceres,CUACOS DE YUSTE,intencionado,1.0,75,115,17,3,conato,1
2005-04-29,spain,2.5,León,CUBILLAS DE RUEDA,intencionado,0.0,75,120,8,0,incendio,1
2003-05-11,spain,1.5,Lugo,"CORGO, O",intencionado,1.0,135,150,10,2,incendio,1
2004-04-27,spain,1.0,Asturias,GIJÓN,desconocido,0.0,0,93,4,1,conato,1
2005-08-07,spain,9.0,Asturias,ALLER,desconocido,0.0,542,562,8,1,incendio,1
2009-07-25,spain,1.0,Castellón/Castelló,ATZENETA DEL MAESTRAT,intencionado,0.0,242,540,23,4,conato,1
2004-07-31,spain,80.9,Pontevedra,PONTEAREAS,intencionado,1.0,442,672,68,16,incendio,0
2009-08-29,spain,5.0,Ourense,"PEREIRO DE AGUIAR, O",intencionado,1.0,205,256,29,4,incendio,1
2005-03-12,spain,7.0,Ourense,AVIÓN,intencionado,1.0,120,150,6,1,incendio,1
2002-01-26,spain,1.0,Asturias,OVIEDO,desconocido,0.0,0,59,3,1,conato,1
2006-07-23,spain,16.6,Pontevedra,CERDEDO,reproducido,1.0,375,1455,58,12,incendio,0
2003-07-16,spain,2.2,Barcelona,CASTELLFOLLIT DEL BOIX,intencionado,1.0,78,1527,73,14,incendio,0
2002-03-21,spain,8.0,Zamora,VILLARDIEGUA DE LA RIBERA,intencionado,1.0,240,270,9,0,incendio,1
2015-04-14,spain,2.8,Cantabria,TRESVISO,intencionado,0.0,90,120,1,0,incendio,1
2006-07-12,spain,38.0,Badajoz,ALBURQUERQUE,rayo,0.0,65,250,39,7,incendio,1
2002-09-24,spain,3.0,Badajoz,PUEBLA DEL PRIOR,desconocido,0.0,0,90,5,0,incendio,1
2015-12-19,spain,22.0,Asturias,YERNES Y TAMEZA,accidente,1.0,2458,2739,3,0,incendio,1
2015-04-09,spain,18.9,Asturias,CASO,intencionado,0.0,234,255,7,0,incendio,1
2013-08-16,spain,8.4,Madrid,COLMENAREJO,intencionado,0.0,40,303,52,11,incendio,0
2011-09-20,spain,3.9,Toledo,SANTA CRUZ DEL RETAMAR,intencionado,0.0,103,155,23,2,incendio,1
2006-07-13,spain,1.4,Jaén,LINARES,accidente,0.0,65,120,23,4,incendio,1
2003-04-12,spain,5.2,Alicante/Alacant,SANTA POLA,intencionado,0.0,210,280,21,3,incendio,1
2004-10-03,spain,7.0,León,VILLABLINO,intencionado,1.0,782,2355,20,2,incendio,1
2006-07-20,spain,6.7,Girona,MASARAC,accidente,1.0,73,1363,66,20,incendio,0
2007-09-21,spain,26.0,Badajoz,CAMPANARIO,desconocido,0.0,130,2750,12,2,incendio,1
2014-03-21,spain,1.5,Bizkaia,GALDAMES,intencionado,0.0,205,250,4,0,incendio,1
2015-05-11,spain,12.0,Asturias,BELMONTE DE MIRANDA,intencionado,0.0,185,270,5,2,incendio,1
2005-03-09,spain,5.0,Ciudad Real,HERENCIA,intencionado,0.0,150,180,6,1,incendio,1
2014-01-06,spain,6.28,Cantabria,CABUÉRNIGA,intencionado,0.0,104,254,1,0,incendio,1
2001-08-26,spain,1.0,Ourense,BANDE,intencionado,1.0,75,330,18,4,conato,1
2005-08-12,spain,1.5,León,POLA DE GORDON LA,accidente,1.0,260,485,25,1,incendio,1
2002-09-03,spain,9.0,Toledo,VILLAMINAYA,desconocido,0.0,100,135,14,3,incendio,1
2001-09-28,spain,10.0,León,NOCEDA DEL BIERZO,accidente,1.0,100,100,2,0,incendio,1
2003-04-09,spain,1.6,Ourense,VIANA DO BOLO,intencionado,1.0,95,115,6,0,incendio,1
2007-01-21,spain,2.0,Zamora,HERMISENDE,intencionado,0.0,0,0,0,0,incendio,1
2012-03-27,spain,10.0,Cantabria,LAMASÓN,intencionado,0.0,300,315,4,1,incendio,1
2004-06-09,spain,14.0,Sevilla,GUADALCANAL,accidente,1.0,155,210,4,2,incendio,1
2002-08-30,spain,10.4,Ourense,MONTEDERRAMO,intencionado,1.0,165,195,28,3,incendio,1
2001-08-13,spain,4.0,Ourense,CARBALLEDA DE VALDEORRAS,intencionado,1.0,125,188,20,3,incendio,1
2002-02-02,spain,8.0,Asturias,LENA,desconocido,0.0,0,1973,3,0,incendio,1
2004-08-01,spain,12.0,Lugo,"PONTENOVA, A",intencionado,1.0,625,785,6,4,incendio,1
2002-06-01,spain,1.5,Madrid,RIVAS-VACIAMADRID,desconocido,0.0,32,81,5,1,incendio,1
2001-08-01,spain,12.5,León,CUBILLOS DEL SIL,intencionado,1.0,256,346,69,5,incendio,1
2001-05-29,spain,1.0,Pontevedra,CUNTIS,intencionado,1.0,135,136,5,1,conato,1
2005-02-01,spain,1.5,Pontevedra,PONTEVEDRA,intencionado,1.0,135,150,6,0,incendio,1
2002-07-04,spain,13.0,Badajoz,CASTUERA,intencionado,1.0,90,135,11,1,incendio,1
2004-05-06,spain,2.5,Barcelona,BARCELONA,accidente,1.0,75,120,31,8,incendio,1
2014-08-27,spain,70.0,Badajoz,"ZARZA, LA",accidente,1.0,310,1420,50,8,incendio,1
2002-01-12,spain,3.5,Araba/Álava,BARRUNDIA,intencionado,0.0,100,145,9,2,incendio,1
2007-05-17,spain,3.0,Lugo,LUGO,intencionado,1.0,155,190,11,1,incendio,1
2005-03-17,spain,4.0,"Coruña, A",TORDOIA,intencionado,1.0,130,215,16,1,incendio,1
2007-03-09,spain,4.5,Alicante/Alacant,PEDREGUER,intencionado,0.0,240,782,34,3,incendio,1
2002-04-25,spain,2.0,Pontevedra,LALÍN,intencionado,1.0,175,280,12,2,incendio,1
2011-02-22,spain,56.04,"Balears, Illes","POBLA, SA",intencionado,0.0,228,378,50,4,incendio,1
2003-06-29,spain,3.5,Cáceres,CÁCERES,desconocido,0.0,45,60,9,1,incendio,1
2005-12-10,spain,2.5,León,TRUCHAS,intencionado,1.0,0,270,3,0,incendio,1
2001-08-13,spain,1.0,Lugo,GUNTÍN,intencionado,1.0,165,180,16,2,conato,1
2001-08-12,spain,1.0,"Coruña, A","POBRA DO CARAMIÑAL, A",desconocido,0.0,45,75,8,0,conato,1
2001-09-20,spain,86.2,Ourense,VILAR DE BARRIO,intencionado,1.0,445,960,40,8,incendio,1
2012-04-12,spain,5.6,Murcia,MULA,accidente,1.0,115,165,10,2,incendio,1
2009-09-06,spain,10.0,Asturias,SOMIEDO,desconocido,0.0,1531,1890,30,4,incendio,1
2011-10-31,spain,7.89,Huelva,VILLABLANCA,desconocido,0.0,80,115,12,1,incendio,1
2013-03-21,spain,1.06,Lugo,FRIOL,intencionado,1.0,47,55,8,1,incendio,1
2012-03-08,spain,3.0,Ciudad Real,MEMBRILLA,intencionado,0.0,47,59,3,1,incendio,1
2008-02-11,spain,1.5,Asturias,CANGAS DE ONÍS,accidente,0.0,65,74,4,1,incendio,1
2015-04-15,spain,19.71,Asturias,VALDÉS,intencionado,0.0,496,554,17,1,incendio,1
2008-04-04,spain,12.0,Ourense,VIANA DO BOLO,intencionado,1.0,265,290,18,4,incendio,1
2006-08-11,spain,25.0,Lugo,XERMADE,desconocido,0.0,330,465,35,10,incendio,0
2010-08-26,spain,7.26,León,POLA DE GORDON LA,intencionado,1.0,566,656,16,3,incendio,1
2011-07-27,spain,4.2,León,VILLAMEJIL,accidente,1.0,59,233,37,6,incendio,1
2006-07-24,spain,1.0,Asturias,SIERO,desconocido,0.0,0,89,5,1,conato,1
2013-10-10,spain,12.8,Badajoz,MENGABRIL,accidente,1.0,200,910,12,2,incendio,1
